股票代码大全,,
199,600235,民丰特纸
200,600236,桂冠电力
201,600237,铜峰电子
202,600238,海南椰岛
203,600239,云南城投
204,600240,华业地产
205,600241,时代万恒
206,600242,中昌海运
207,600243,青海华鼎
208,600246,万通地产
209,600247,成城股份
210,600248,延长化建
211,600249,两面针
212,600250,*ST南纺
213,600251,冠农股份
214,600252,中恒集团
215,600253,天方药业
216,600255,鑫科材料
217,600256,广汇股份
218,600257,大湖股份
219,600258,首旅股份
220,600259,广晟有色
221,600260,凯乐科技
222,600261,阳光照明
223,600262,北方股份
224,600265,景谷林业
225,600266,北京城建
226,600267,海正药业
227,600268,国电南自
228,600269,赣粤高速
229,600270,外运发展
230,600271,航天信息
231,600272,开开实业
232,600273,华芳纺织
233,600275,ST昌鱼
234,600276,恒瑞医药
235,600277,亿利能源
236,600278,东方创业
237,600279,重庆港九
238,600280,南京中商
239,600281,*ST太化
240,600282,南钢股份
241,600283,钱江水利
242,600284,浦东建设
243,600285,羚锐制药
244,600287,江苏舜天
245,600288,大恒科技
246,600289,亿阳信通
247,600290,华仪电气
248,600291,西水股份
249,600292,九龙电力
250,600293,三峡新材
251,600295,鄂尔多斯
252,600297,美罗药业
253,600298,安琪酵母
254,600299,ST新材
255,600300,维维股份
256,600301,ST南化
257,600302,标准股份
258,600303,曙光股份
259,600305,恒顺醋业
260,600306,商业城
261,600307,酒钢宏兴
262,600308,华泰股份
263,600309,烟台万华
264,600310,桂东电力
265,600311,荣华实业
266,600312,平高电气
267,600313,ST中农
268,600315,上海家化
269,600316,洪都航空
270,600317,营口港
271,600318,巢东股份
272,600319,亚星化学
273,600320,振华重工
274,600321,国栋建设
275,600322,天房发展
276,600323,南海发展
277,600325,华发股份
278,600326,西藏天路
279,600327,大东方
280,600328,兰太实业
281,600329,中新药业
282,600330,天通股份
283,600331,宏达股份
284,600332,广州药业
285,600333,长春燃气
286,600335,国机汽车
287,600336,澳柯玛
288,600337,美克股份
289,600338,*ST珠峰
290,600339,天利高新
291,600340,华夏幸福
292,600343,航天动力
293,600345,长江通信
294,600346,大橡塑
295,600348,阳泉煤业
296,600350,山东高速
297,600351,亚宝药业
298,600352,浙江龙盛
299,600353,旭光股份
300,600354,敦煌种业
301,600355,ST精伦
302,600356,恒丰纸业
303,600358,国旅联合
304,600359,*ST新农
305,600360,华微电子
306,600361,华联综超
307,600362,江西铜业
308,600363,联创光电
309,600365,*ST通葡
310,600366,宁波韵升
311,600367,红星发展
312,600368,五洲交通
313,600369,西南证券
314,600370,三房巷
315,600371,万向德农
316,600372,中航电子
317,600373,XD中文传
318,600375,华菱星马
319,600376,首开股份
320,600377,宁沪高速
321,600378,天科股份
322,600379,宝光股份
323,600380,健康元
324,600381,贤成矿业
325,600382,广东明珠
326,600383,金地集团
327,600385,*ST金泰
328,600386,北巴传媒
329,600387,海越股份
330,600388,龙净环保
331,600389,江山股份
332,600390,金瑞科技
333,600391,成发科技
334,600392,*ST天成
335,600393,东华实业
336,600395,盘江股份
337,600396,金山股份
338,600397,安源股份
339,600398,凯诺科技
340,600399,抚顺特钢
341,600400,红豆股份
342,600401,海润光伏
343,600403,大有能源
344,600405,动力源
345,600406,国电南瑞
346,600408,安泰集团
347,600409,三友化工
348,600410,华胜天成
349,600415,小商品城
350,600416,湘电股份
351,600418,江淮汽车
352,600419,ST天宏
353,600420,现代制药
354,600421,*ST国药
355,600422,昆明制药
356,600423,柳化股份
357,600425,青松建化
358,600426,华鲁恒升
359,600428,中远航运
360,600429,三元股份
361,600432,吉恩镍业
362,600433,冠豪高新
363,600435,北方导航
364,600436,片仔癀
365,600438,通威股份
366,600439,瑞贝卡
367,600444,ST国通
368,600446,金证股份
369,600448,华纺股份
370,600449,宁夏建材
371,600452,涪陵电力
372,600456,宝钛股份
373,600458,时代新材
374,600459,贵研铂业
375,600460,士兰微
376,600461,洪城水业
377,600462,*ST石岘
378,600463,空港股份
379,600466,迪康药业
380,600467,好当家
381,600468,百利电气
382,600469,风神股份
383,600470,六国化工
384,600475,华光股份
385,600476,湘邮科技
386,600477,杭萧钢构
387,600478,科力远
388,600479,千金药业
389,600480,凌云股份
390,600481,双良节能
391,600482,风帆股份
392,600483,福建南纺
393,600485,中创信测
394,600486,扬农化工
395,600487,亨通光电
396,600488,XD天药股
397,600489,中金黄金
398,600490,ST合臣
399,600491,龙元建设
400,600493,凤竹纺织
401,600495,晋西车轴
402,600496,精工钢构
403,600497,驰宏锌锗
404,600498,烽火通信
405,600499,科达机电
406,600500,中化国际
407,600501,航天晨光
408,600502,安徽水利
409,600503,华丽家族
410,600505,西昌电力
411,600506,ST香梨
412,600507,方大特钢
413,600508,上海能源
414,600509,天富热电
415,600510,黑牡丹
416,600511,国药股份
417,600512,腾达建设
418,600513,联环药业
419,600515,ST海建
420,600516,方大炭素
421,600517,置信电气
422,600518,康美药业
423,600519,贵州茅台
424,600520,中发科技
425,600521,华海药业
426,600522,中天科技
427,600523,贵航股份
428,600525,长园集团
429,600526,菲达环保
430,600527,江南高纤
431,600528,中铁二局
432,600529,山东药玻
433,600530,交大昂立
434,600531,豫光金铅
435,600532,*ST华科
436,600533,栖霞建设
437,600535,天士力
438,600536,中国软件
439,600537,亿晶光电
440,600538,ST国发
441,600539,ST狮头
442,600540,新赛股份
443,600543,莫高股份
444,600545,新疆城建
445,600546,山煤国际
446,600547,山东黄金
447,600548,深高速
448,600549,厦门钨业
449,600550,天威保变
450,600551,时代出版
451,600552,方兴科技
452,600555,九龙山
453,600557,康缘药业
454,600558,大西洋
455,600559,老白干酒
456,600560,金自天正
457,600561,江西长运
458,600562,ST高陶
459,600563,法拉电子
460,600565,迪马股份
461,600566,洪城股份
462,600567,山鹰纸业
463,600568,中珠控股
464,600569,安阳钢铁
465,600570,恒生电子
466,600571,信雅达
467,600572,康恩贝
468,600573,惠泉啤酒
469,600575,芜湖港
470,600576,万好万家
471,600577,精达股份
472,600578,京能热电
473,600579,*ST黄海
474,600580,卧龙电气
475,600581,八一钢铁
476,600582,天地科技
477,600583,海油工程
478,600584,长电科技
479,600585,海螺水泥
480,600586,金晶科技
481,600587,新华医疗
482,600588,用友软件
483,600589,广东榕泰
484,600590,泰豪科技
485,600592,龙溪股份
486,600593,大连圣亚
487,600594,益佰制药
488,600595,中孚实业
489,600596,新安股份
490,600597,光明乳业
491,600598,北大荒
492,600599,熊猫烟花
493,600600,青岛啤酒
494,600601,方正科技
495,600602,广电电子
496,600603,*ST兴业
497,600604,*ST二纺
498,600605,汇通能源
499,600606,金丰投资
500,600608,ST沪科
501,600609,ST金杯
502,600610,SST中纺
503,600611,大众交通
504,600612,老凤祥
505,600613,永生投资
506,600614,鼎立股份
507,600615,丰华股份
508,600616,金枫酒业
509,600617,ST联华
510,600618,氯碱化工
511,600619,海立股份
512,600620,天宸股份
513,600621,上海金陵
514,600622,嘉宝集团
515,600623,双钱股份
516,600624,复旦复华
517,600626,申达股份
518,600628,新世界
519,600629,棱光实业
520,600630,龙头股份
521,600633,浙报传媒
522,600635,大众公用
523,600636,三爱富
524,600637,百视通
525,600638,新黄浦
526,600639,浦东金桥
527,600640,中卫国脉
528,600641,万业企业
529,600642,申能股份
530,600643,爱建股份
531,600644,乐山电力
532,600645,中源协和
533,600647,同达创业
534,600648,外高桥
535,600649,城投控股
536,600650,锦江投资
537,600651,飞乐音响
538,600652,爱使股份
539,600653,申华控股
540,600654,飞乐股份
541,600655,豫园商城
542,600656,ST博元
543,600657,信达地产
544,600658,电子城
545,600660,福耀玻璃
546,600661,新南洋
547,600662,强生控股
548,600663,陆家嘴
549,600664,哈药股份
550,600665,天地源
551,600666,西南药业
552,600667,太极实业
553,600668,尖峰集团
554,600671,*ST天目
555,600673,东阳光铝
556,600674,川投能源
557,600675,中华企业
558,600676,交运股份
559,600677,航天通信
560,600678,*ST金顶
561,600679,金山开发
562,600680,上海普天
563,600681,ST万鸿
564,600682,南京新百
565,600683,京投银泰
566,600684,珠江实业
567,600685,广船国际
568,600686,金龙汽车
569,600687,刚泰控股
570,600688,S上石化
571,600689,上海三毛
572,600690,青岛海尔
573,600691,*ST东碳
574,600692,亚通股份
575,600693,东百集团
576,600694,大商股份
577,600695,大江股份
578,600696,多伦股份
579,600697,欧亚集团
580,600698,*ST轻骑
581,600699,均胜电子
582,600701,工大高新
583,600702,沱牌舍得
584,600703,三安光电
585,600704,物产中大
586,600706,ST长信
587,600707,彩虹股份
588,600708,海博股份
589,600710,常林股份
590,600711,盛屯矿业
591,600712,南宁百货
592,600713,南京医药
593,600714,金瑞矿业
594,600715,*ST松辽
595,600716,凤凰股份
596,600717,天津港
597,600718,东软集团
598,600719,大连热电
599,600720,祁连山
600,600721,百花村
601,600722,ST金化
602,600723,首商股份
603,600724,宁波富达
604,600725,云维股份
605,600726,华电能源
606,600727,ST鲁北
607,600728,佳都新太
608,600729,重庆百货
609,600730,中国高科
610,600731,湖南海利
611,600732,上海新梅
612,600733,S*ST前锋
613,600734,实达集团
614,600735,新华锦
615,600736,苏州高新
616,600737,中粮屯河
617,600738,兰州民百
618,600739,辽宁成大
619,600740,山西焦化
620,600741,华域汽车
621,600742,一汽富维
622,600743,华远地产
623,600744,华银电力
624,600745,中茵股份
625,600746,江苏索普
626,600747,大连控股
627,600748,上实发展
628,600749,西藏旅游
629,600750,江中药业
630,600751,SST天海
631,600753,东方银星
632,600754,锦江股份
633,600755,厦门国贸
634,600756,浪潮软件
635,600757,长江传媒
636,600758,红阳能源
637,600759,正和股份
638,600760,中航黑豹
639,600761,安徽合力
640,600763,通策医疗
641,600764,中电广通
642,600765,中航重机
643,600766,*ST园城
644,600767,运盛实业
645,600768,宁波富邦
646,600769,ST祥龙
647,600770,综艺股份
648,600771,ST东盛
649,600773,西藏城投
650,600774,汉商集团
651,600775,南京熊猫
652,600776,东方通信
653,600777,新潮实业
654,600778,友好集团
655,600779,水井坊
656,600780,通宝能源
657,600781,上海辅仁
658,600782,新钢股份
659,600783,鲁信创投
660,600784,鲁银投资
661,600785,新华百货
662,600787,中储股份
663,600789,鲁抗医药
664,600790,轻纺城
665,600791,京能置业
666,600792,云煤能源
667,600793,ST宜纸
668,600794,保税科技
669,600795,国电电力
670,600796,钱江生化
671,600797,浙大网新
672,600798,宁波海运
673,600800,ST磁卡
674,600801,华新水泥
675,600802,福建水泥
676,600803,威远生化
677,600804,鹏博士
678,600805,悦达投资
679,600806,昆明机床
680,600807,天业股份
681,600808,马钢股份
682,600809,山西汾酒
683,600810,神马股份
684,600811,东方集团
685,600812,华北制药
686,600814,杭州解百
687,600815,厦工股份
688,600816,安信信托
689,600818,中路股份
690,600819,耀皮玻璃
691,600820,隧道股份
692,600821,津劝业
693,600822,上海物贸
694,600823,世茂股份
695,600824,益民集团
696,600825,新华传媒
697,600826,兰生股份
698,600827,友谊股份
699,600828,成商集团
700,600829,三精制药
701,600830,香溢融通
702,600831,广电网络
703,600832,东方明珠
704,600833,第一医药
705,600834,申通地铁
706,600835,上海机电
707,600836,界龙实业
708,600837,海通证券
709,600838,上海九百
710,600839,四川长虹
711,600841,上柴股份
712,600843,上工申贝
713,600844,丹化科技
714,600845,宝信软件
715,600846,同济科技
716,600847,ST渝万里
717,600848,自仪股份
718,600850,华东电脑
719,600851,海欣股份
720,600853,龙建股份
721,600854,ST春兰
722,600855,航天长峰
723,600856,长百集团
724,600857,工大首创
725,600858,银座股份
726,600859,王府井
727,600860,ST北人
728,600861,北京城乡
729,600862,南通科技
730,600863,内蒙华电
731,600864,哈投股份
732,600865,百大集团
733,600866,星湖科技
734,600867,通化东宝
735,600868,ST梅雁
736,600869,三普药业
737,600870,ST厦华
738,600871,S仪化
739,600872,中炬高新
740,600873,梅花集团
741,600874,创业环保
742,600875,东方电气
743,600876,洛阳玻璃
744,600877,*ST嘉陵
745,600879,航天电子
746,600880,博瑞传播
747,600881,亚泰集团
748,600882,*ST大成
749,600883,博闻科技
750,600884,杉杉股份
751,600885,ST力阳
752,600886,国投电力
753,600887,伊利股份
754,600888,新疆众和
755,600889,南京化纤
756,600890,ST中房
757,600891,秋林集团
758,600892,ST宝诚
759,600893,航空动力
760,600894,*ST广钢
761,600895,张江高科
762,600896,中海海盛
763,600897,厦门空港
764,600898,三联商社
765,600900,长江电力
766,600960,渤海活塞
767,600961,株冶集团
768,600962,国投中鲁
769,600963,岳阳林纸
770,600965,福成五丰
771,600966,博汇纸业
772,600967,北方创业
773,600969,郴电国际
774,600970,中材国际
775,600971,恒源煤电
776,600973,宝胜股份
777,600975,新五丰
778,600976,武汉健民
779,600978,宜华木业
780,600979,广安爱众
781,600980,北矿磁材
782,600981,汇鸿股份
783,600982,宁波热电
784,600983,合肥三洋
785,600984,ST建机
786,600985,雷鸣科化
787,600986,科达股份
788,600987,航民股份
789,600988,ST宝龙
790,600990,四创电子
791,600992,贵绳股份
792,600993,马应龙
793,600995,文山电力
794,600997,开滦股份
795,600998,九州通
796,600999,招商证券
797,601000,唐山港
798,601001,大同煤业
799,601002,晋亿实业
800,601003,柳钢股份
801,601005,重庆钢铁
802,601006,大秦铁路
803,601007,金陵饭店
804,601008,连云港
805,601009,南京银行
806,601010,文峰股份
807,601011,宝泰隆
808,601012,隆基股份
809,601018,宁波港
810,601028,玉龙股份
811,601058,赛轮股份
812,601088,中国神华
813,601098,中南传媒
814,601099,太平洋
815,601100,恒立油缸
816,601101,昊华能源
817,601106,中国一重
818,601107,四川成渝
819,601111,中国国航
820,601113,华鼎锦纶
821,601116,三江购物
822,601117,中国化学
823,601118,海南橡胶
824,601126,四方股份
825,601137,博威合金
826,601139,深圳燃气
827,601158,重庆水务
828,601166,兴业银行
829,601168,西部矿业
830,601169,北京银行
831,601177,杭齿前进
832,601179,中国西电
833,601186,中国铁建
834,601188,龙江交通
835,601199,江南水务
836,601208,东材科技
837,601216,内蒙君正
838,601218,吉鑫科技
839,601222,林洋电子
840,601231,环旭电子
841,601233,桐昆股份
842,601238,广汽集团
843,601258,庞大集团
844,601268,二重重装
845,601288,农业银行
846,601299,中国北车
847,601311,骆驼股份
848,601313,江南嘉捷
849,601318,中国平安
850,601328,交通银行
851,601333,广深铁路
852,601336,新华保险
853,601369,陕鼓动力
854,601377,兴业证券
855,601388,怡球资源
856,601390,中国中铁
857,601398,工商银行
858,601515,东风股份
859,601518,吉林高速
860,601519,大智慧
861,601555,东吴证券
862,601558,华锐风电
863,601566,九牧王
864,601567,三星电气
865,601588,北辰实业
866,601599,鹿港科技
867,601600,中国铝业
868,601601,中国太保
869,601607,上海医药
870,601616,广电电气
871,601618,中国中冶
872,601628,中国人寿
873,601633,长城汽车
874,601636,旗滨集团
875,601666,平煤股份
876,601668,中国建筑
877,601669,中国水电
878,601677,明泰铝业
879,601678,滨化股份
880,601688,华泰证券
881,601699,潞安环能
882,601700,风范股份
883,601717,郑煤机
884,601718,际华集团
885,601727,上海电气
886,601766,中国南车
887,601777,力帆股份
888,601788,光大证券
889,601789,宁波建工
890,601798,蓝科高新
891,601799,星宇股份
892,601800,中国交建
893,601801,皖新传媒
894,601808,中海油服
895,601818,光大银行
896,601857,中国石油
897,601866,中海集运
898,601872,招商轮船
899,601877,正泰电器
900,601880,大连港
901,601886,江河幕墙
902,601888,中国国旅
903,601890,亚星锚链
904,601898,中煤能源
905,601899,紫金矿业
906,601901,方正证券
907,601908,京运通
908,601918,国投新集
909,601919,中国远洋
910,601928,凤凰传媒
911,601929,吉视传媒
912,601933,永辉超市
913,601939,建设银行
914,601958,金钼股份
915,601988,中国银行
916,601989,中国重工
917,601991,大唐发电
918,601992,金隅股份
919,601996,丰林集团
920,601998,中信银行
921,601999,出版传媒
922,603000,人民网
923,603001,奥康国际
924,603123,翠微股份
925,603333,明星电缆
深证B股
序号,代码,名称
1,200002,万 科Ｂ
2,200011,深物业B
3,200012,南 玻Ｂ
4,200016,深康佳Ｂ
5,200017,*ST中华B
6,200018,ST中冠B
7,200019,深深宝Ｂ
8,200020,深华发Ｂ
9,200022,深赤湾Ｂ
10,200024,招商局Ｂ
11,200025,特 力Ｂ
12,200026,飞亚达Ｂ
13,200028,一致Ｂ
14,200029,深深房Ｂ
15,200030,*ST盛润B
16,200037,深南电Ｂ
17,200039,中 集Ｂ
18,200045,深纺织Ｂ
19,200053,深基地Ｂ
20,200054,建 摩Ｂ
21,200055,方大Ｂ
22,200056,*ST国商B
23,200058,深赛格B
24,200152,山 航Ｂ
25,200160,ST大路B
26,200168,ST雷伊B
27,200413,宝 石Ｂ
28,200418,小天鹅Ｂ
29,200429,粤高速Ｂ
30,200468,宁通信Ｂ
31,200488,晨 鸣Ｂ
32,200505,ST珠江B
33,200512,闽灿坤Ｂ
34,200513,丽 珠Ｂ
35,200521,皖美菱Ｂ
36,200530,大 冷Ｂ
37,200539,粤电力Ｂ
38,200541,粤照明Ｂ
39,200550,江 铃Ｂ
40,200553,沙隆达Ｂ
41,200570,苏常柴Ｂ
42,200581,苏威孚Ｂ
43,200596,古井贡Ｂ
44,200613,ST东海Ｂ
45,200625,长 安Ｂ
46,200706,瓦 轴Ｂ
47,200725,京东方Ｂ
48,200726,鲁 泰Ｂ
49,200761,本钢板Ｂ
50,200771,杭汽轮Ｂ
51,200869,张 裕Ｂ
52,200986,粤华包Ｂ
53,200992,中 鲁Ｂ
上证B股
序号,代码,名称
1,900901,上电Ｂ股
2,900902,*ST二纺B
3,900903,大众Ｂ股
4,900904,永生Ｂ股
5,900905,老凤祥Ｂ
6,900906,ST中纺Ｂ
7,900907,鼎立Ｂ股
8,900908,氯碱Ｂ股
9,900909,双钱Ｂ股
10,900910,海立Ｂ股
11,900911,金桥Ｂ股
12,900912,外高Ｂ股
13,900913,ST联华B
14,900914,锦投Ｂ股
15,900915,中路Ｂ股
16,900916,金山Ｂ股
17,900917,海欣Ｂ股
18,900918,耀皮Ｂ股
19,900919,大江Ｂ股
20,900920,上柴Ｂ股
21,900921,丹科Ｂ股
22,900922,三毛Ｂ股
23,900923,友谊Ｂ股
24,900924,上工Ｂ股
25,900925,机电Ｂ股
26,900926,宝信Ｂ股
27,900927,物贸Ｂ股
28,900928,自仪Ｂ股
29,900929,锦旅Ｂ股
30,900930,沪普天Ｂ
31,900932,陆家Ｂ股
32,900933,华新Ｂ股
33,900934,锦江Ｂ股
34,900935,阳晨Ｂ股
35,900936,鄂资Ｂ股
36,900937,华电Ｂ股
37,900938,ST天海Ｂ
38,900939,ST汇丽B
39,900940,大名城B
40,900941,东信Ｂ股
41,900942,黄山Ｂ股
42,900943,开开Ｂ股
43,900945,海航Ｂ股
44,900946,*ST轻骑B
45,900947,振华Ｂ股
46,900948,伊泰Ｂ股
47,900949,东电Ｂ股
48,900950,新城Ｂ股
49,900951,*ST大化B
50,900952,锦港Ｂ股
51,900953,凯马Ｂ
52,900955,九龙山Ｂ
53,900956,东贝Ｂ股
54,900957,凌云Ｂ股
